movie_id,title,cast,genres,tags
tt15354916,Jawan,"Shah Rukh Khan, Nayanthara, Vijay Sethupathi, Deepika Padukone","['action', 'thriller']","['A', 'high-octane', 'action', 'thriller', 'which', 'outlines', 'the', 'emotional', 'journey', 'of', 'a', 'man', 'who', 'is', 'set', 'to', 'rectify', 'the', 'wrongs', 'in', 'the', 'society.', 'action', 'thriller', 'action', 'thriller', 'shahrukhkhan', 'nayanthara', 'vijaysethupathi', 'deepikapadukone', 'atlee']"
tt15748830,Jaane Jaan,"Kareena Kapoor, Jaideep Ahlawat, Vijay Varma, Saurabh Sachdeva","['crime', 'drama', 'mystery']","['A', 'single', 'mother', 'and', 'her', 'daughter', 'who', 'commit', 'a', 'crime', 'and', 'a', 'neighbor', 'who', 'helps', 'them', 'cover', 'it', 'up', 'amidst', 'a', 'police', 'investigation.', 'crime', 'drama', 'mystery', 'crime', 'drama', 'mystery', 'kareenakapoor', 'jaideepahlawat', 'vijayvarma', 'saurabhsachdeva', 'sujoyghosh']"
tt11663228,Jailer,"Rajinikanth, Mohanlal, Shivarajkumar, Jackie Shroff","['action', 'comedy', 'crime']","['A', 'retired', 'jailer', 'goes', 'on', 'a', 'manhunt', 'to', 'find', 'his', ""son's"", 'killers.', 'But', 'the', 'road', 'leads', 'him', 'to', 'a', 'familiar,', 'albeit', 'a', 'bit', 'darker', 'place.', 'Can', 'he', 'emerge', 'from', 'this', 'complex', 'situation', 'successfully?', 'action', 'comedy', 'crime', 'action', 'comedy', 'crime', 'rajinikanth', 'mohanlal', 'shivarajkumar', 'jackieshroff', 'nelsondilipkumar']"
tt14993250,Rocky Aur Rani Kii Prem Kahaani,"Ranveer Singh, Alia Bhatt, Dharmendra, Shabana Azmi","['comedy', 'drama', 'family']","['Flamboyant', 'Punjabi', 'Rocky', 'and', 'intellectual', 'Bengali', 'journalist', 'Rani', 'fall', 'in', 'love', 'despite', 'their', 'differences.', 'After', 'facing', 'family', 'opposition,', 'they', 'decide', 'to', 'live', 'with', 'each', ""other's"", 'families', 'for', 'three', 'months', 'before', 'getting', 'married.', 'comedy', 'drama', 'family', 'comedy', 'drama', 'family', 'ranveersingh', 'aliabhatt', 'dharmendra', 'shabanaazmi', 'karanjohar']"
tt15732324,OMG 2,"Pankaj Tripathi, Akshay Kumar, Yami Gautam, Pawan Malhotra","['comedy', 'drama']","['An', 'unhappy', 'civilian', 'asks', 'the', 'court', 'to', 'mandate', 'comprehensive', 'education', 'in', 'schools', 'in', 'a', 'dramatic', 'yet', 'amusing', 'courtroom', 'play.', 'comedy', 'drama', 'comedy', 'drama', 'pankajtripathi', 'akshaykumar', 'yamigautam', 'pawanmalhotra', 'amitrai']"
tt18266472,Sukhee,"Shilpa Shetty Kundra, Amit Sadh, Chaitannya Choudhry, Kusha Kapila",['drama'],"['Much', 'to', 'the', 'dismay', 'of', 'her', 'husband,', 'a', 'middle-class', 'housewife,', 'known', 'for', 'her', 'rebellious', 'attitude', 'in', 'high', 'school,', 'decides', 'to', 'attend', 'her', 'class', 'reunion.', 'drama', 'drama', 'shilpashettykundra', 'amitsadh', 'chaitannyachoudhry', 'kushakapila', 'sonaljoshi']"
tt18561736,The Great Indian Family,"Alka Amin, Bhuvan Arora, Manushi Chhillar, Srishti Dixit",['family'],"['Ved', 'Vyas', 'Tripathi,', 'aka', 'Bhajan', 'Kumar,', 'is', 'a', 'devout', 'Hindu', 'man', 'who', 'faces', 'an', 'identity', 'crisis', 'and', 'a', 'personal', 'dilemma', 'when', 'he', 'discovers', 'he', 'is', 'actually', 'a', 'Muslim', 'by', 'birth.', 'family', 'family', 'alkaamin', 'bhuvanarora', 'manushichhillar', 'srishtidixit', 'vijaykrishnaacharya']"
tt3691740,The BFG,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement","['adventure', 'family', 'fantasy']","['An', 'orphan', 'little', 'girl', 'befriends', 'a', 'benevolent', 'giant', 'who', 'takes', 'her', 'to', 'Giant', 'Country,', 'where', 'they', 'attempt', 'to', 'stop', 'the', 'man-eating', 'giants', 'that', 'are', 'invading', 'the', 'human', 'world.', 'adventure', 'family', 'fantasy', 'adventure', 'family', 'fantasy', 'markrylance', 'rubybarnhill', 'penelopewilton', 'jemaineclement', 'stevenspielberg']"
tt12844910,Pathaan,"Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia","['action', 'adventure', 'thriller']","['An', 'Indian', 'agent', 'races', 'against', 'a', 'doomsday', 'clock', 'as', 'a', 'ruthless', 'mercenary,', 'with', 'a', 'bitter', 'vendetta,', 'mounts', 'an', 'apocalyptic', 'attack', 'against', 'the', 'country.', 'action', 'adventure', 'thriller', 'action', 'adventure', 'thriller', 'shahrukhkhan', 'deepikapadukone', 'johnabraham', 'dimplekapadia', 'siddharthanand']"
tt15464390,Mastaney,"Tarsem Jassar, Simi Chahal, Gurpreet Ghuggi, Karamjit Anmol","['action', 'drama', 'history']","['Set', 'in', '1739,', 'Nadar', ""Shah's"", 'undefeated', 'army', 'was', 'attacked', 'by', 'Sikh', 'Rebellions.', 'Nadar', 'demands', 'to', 'arrest', 'them', 'but', 'it', ""doesn't"", 'work', 'out.', 'Five', 'ordinary', 'men', 'are', 'hired', 'to', 'play', 'Sikh', 'Rebellions', 'but', 'over', 'time', 'they', 'learn', 'what', 'Sikhs', 'are.', 'action', 'drama', 'history', 'action', 'drama', 'history', 'tarsemjassar', 'simichahal', 'gurpreetghuggi', 'karamjitanmol', 'sharanart']"
tt1187043,3 Idiots,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi","['comedy', 'drama']","['Two', 'friends', 'are', 'searching', 'for', 'their', 'long', 'lost', 'companion.', 'They', 'revisit', 'their', 'college', 'days', 'and', 'recall', 'the', 'memories', 'of', 'their', 'friend', 'who', 'inspired', 'them', 'to', 'think', 'differently,', 'even', 'as', 'the', 'rest', 'of', 'the', 'world', 'called', 'them', '""idiots"".', 'comedy', 'drama', 'comedy', 'drama', 'aamirkhan', 'madhavan', 'monasingh', 'sharmanjoshi', 'rajkumarhirani']"
tt14914988,Satyaprem Ki Katha,"Kartik Aaryan, Kiara Advani, Supriya Pathak, Gajraj Rao","['comedy', 'drama', 'musical']","['A', 'middle-class', 'boy', 'in', 'Ahmedabad,', 'Satyaprem', 'falling', 'in', 'one-sided', 'love', 'with', 'Katha,', 'who', 'is', 'coping', 'with', 'her', 'breakup', 'with', 'Tapan.', 'Through', 'the', 'journey,', 'they', 'discover', 'each', ""other's"", 'life', 'and', 'complement', 'in', 'accomplishing', 'what', 'was', 'left', 'halfway.', 'comedy', 'drama', 'musical', 'comedy', 'drama', 'musical', 'kartikaaryan', 'kiaraadvani', 'supriyapathak', 'gajrajrao', 'sameervidwans']"
tt3741834,Lion,"Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar","['biography', 'drama']","['A', 'five-year-old', 'Indian', 'boy', 'is', 'adopted', 'by', 'an', 'Australian', 'couple', 'after', 'getting', 'lost', 'hundreds', 'of', 'kilometers', 'from', 'home.', '25', 'years', 'later,', 'he', 'sets', 'out', 'to', 'find', 'his', 'lost', 'family.', 'biography', 'drama', 'biography', 'drama', 'devpatel', 'nicolekidman', 'rooneymara', 'sunnypawar', 'garthdavis']"
tt13131610,Bholaa Shankar,"Chiranjeevi, Tamannaah Bhatia, Keerthy Suresh, Raghu Babu","['action', 'drama']","['A', 'doting', 'brother', 'tries', 'to', 'hunt', 'down', 'notorious', 'criminals', 'who', 'had', 'harmed', 'his', 'sister.', 'action', 'drama', 'action', 'drama', 'chiranjeevi', 'tamannaahbhatia', 'keerthysuresh', 'raghubabu', 'meherramesh']"
tt22188452,Haddi,"Nawazuddin Siddiqui, Anurag Kashyap, Mohd. Zeeshan Ayyub, Resh Lamba","['crime', 'drama']","['In', 'this', 'ZEE5', 'Original', 'film,', 'a', 'transgender,', 'Haddi', 'moves', 'to', 'Delhi', 'and', 'joins', 'a', 'gang', 'of', 'transgenders', 'and', 'cross-dressers', 'headed', 'by', 'an', 'influential', 'man.', 'But', 'is', 'this', 'move', 'aspirational', 'or', 'driven', 'by', 'revenge?', 'crime', 'drama', 'crime', 'drama', 'nawazuddinsiddiqui', 'anuragkashyap', 'mohd.zeeshanayyub', 'reshlamba', 'akshatajaysharma']"
tt28568397,Friday Night Plan,"Babil Khan, Amrith Jayan, Medha Rana, Aadhya Anand","['comedy', 'drama']","['When', 'their', 'mother', 'takes', 'off', 'on', 'a', 'business', 'trip,', 'two', 'bickering', 'brothers', 'unite', 'to', 'secretly', 'attend', 'the', 'hottest', 'party', 'of', 'the', 'year', 'before', 'she', 'returns.', 'comedy', 'drama', 'comedy', 'drama', 'babilkhan', 'amrithjayan', 'medharana', 'aadhyaanand', 'vatsalneelakantan']"
tt21908676,Neeyat,"Vidya Balan, Ram Kapoor, Rahul Bose, Neeraj Kabi","['crime', 'mystery', 'thriller']","['When', 'a', 'mysterious', 'murder', 'takes', 'place', 'at', 'exiled', 'billionaire', 'Ashish', ""Kapoor's"", 'birthday', 'getaway,', 'detective', 'Mira', 'Rao', 'must', 'use', 'all', 'her', 'skill', 'to', 'unravel', 'devious', 'motives', 'as', 'the', 'suspects', 'are', ""Kapoor's"", 'close', 'family', 'and', 'friends.', 'crime', 'mystery', 'thriller', 'crime', 'mystery', 'thriller', 'vidyabalan', 'ramkapoor', 'rahulbose', 'neerajkabi', 'anumenon']"
tt15441054,Gadar 2,"Sunny Deol, Amrish Puri, Nana Patekar, Ameesha Patel","['action', 'adventure', 'drama']","['When', 'Tara', 'Singh', 'goes', 'missing', 'during', 'a', 'skirmish', 'and', 'is', 'believed', 'to', 'be', 'captured', 'in', 'Pakistan,', 'his', 'son', 'Jeete', 'sets', 'out', 'to', 'rescue', 'him', 'and', 'enters', 'a', 'labyrinth', 'from', 'which', 'they', 'both', 'must', 'escape', 'at', 'all', 'costs.', 'action', 'adventure', 'drama', 'action', 'adventure', 'drama', 'sunnydeol', 'amrishpuri', 'nanapatekar', 'ameeshapatel', 'anilsharma']"
tt27542289,Por Thozhil,"R. Sarathkumar, Ashok Selvan, Nikhila Vimal, Sarath Babu","['action', 'crime', 'thriller']","['A', 'bright', 'but', 'faint-hearted', 'rookie', 'cop', 'has', 'to', 'overcome', 'his', 'fears', 'in', 'order', 'to', 'succeed', 'in', 'his', 'first', 'case', 'which', 'sees', 'him', 'partnered', 'with', 'a', 'reclusive', 'senior', 'officer', 'to', 'catch', 'a', 'serial', 'killer', 'on', 'the', 'loose.', 'action', 'crime', 'thriller', 'action', 'crime', 'thriller', 'r.sarathkumar', 'ashokselvan', 'nikhilavimal', 'sarathbabu', 'vigneshraja', 't.senthilparamasivam']"
tt0454876,Life of Pi,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu","['adventure', 'drama', 'fantasy']","['A', 'young', 'man', 'who', 'survives', 'a', 'disaster', 'at', 'sea', 'is', 'hurtled', 'into', 'an', 'epic', 'journey', 'of', 'adventure', 'and', 'discovery.', 'While', 'cast', 'away,', 'he', 'forms', 'an', 'unexpected', 'connection', 'with', 'another', 'survivor:', 'a', 'fearsome', 'Bengal', 'tiger.', 'adventure', 'drama', 'fantasy', 'adventure', 'drama', 'fantasy', 'surajsharma', 'irrfankhan', 'adilhussain', 'tabu', 'anglee']"
tt0249371,Asoka,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Hrishitaa Bhatt","['action', 'biography', 'drama']","['The', 'epic', 'tale', 'of', 'King', ""Asoka's"", 'life', 'is', 'recounted.', 'action', 'biography', 'drama', 'action', 'biography', 'drama', 'shahrukhkhan', 'kareenakapoor', 'dannydenzongpa', 'hrishitaabhatt', 'santoshsivan']"
tt0838221,The Darjeeling Limited,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan","['adventure', 'comedy', 'drama']","['A', 'year', 'after', 'their', ""father's"", 'funeral,', 'three', 'brothers', 'travel', 'across', 'India', 'by', 'train', 'in', 'an', 'attempt', 'to', 'bond', 'with', 'each', 'other.', 'adventure', 'comedy', 'drama', 'adventure', 'comedy', 'drama', 'owenwilson', 'adrienbrody', 'jasonschwartzman', 'amarakaran', 'wesanderson']"
tt5074352,Dangal,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra","['action', 'biography', 'drama']","['Former', 'wrestler', 'Mahavir', 'Singh', 'Phogat', 'and', 'his', 'two', 'wrestler', 'daughters', 'struggle', 'towards', 'glory', 'at', 'the', 'Commonwealth', 'Games', 'in', 'the', 'face', 'of', 'societal', 'oppression.', 'action', 'biography', 'drama', 'action', 'biography', 'drama', 'aamirkhan', 'sakshitanwar', 'fatimasanashaikh', 'sanyamalhotra', 'niteshtiwari']"
tt8239946,Tumbbad,"Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty","['drama', 'fantasy', 'horror']","['A', 'mythological', 'story', 'about', 'a', 'goddess', 'who', 'created', 'the', 'entire', 'universe.', 'The', 'plot', 'revolves', 'around', 'the', 'consequences', 'when', 'humans', 'build', 'a', 'temple', 'for', 'her', 'first-born.', 'drama', 'fantasy', 'horror', 'drama', 'fantasy', 'horror', 'sohumshah', 'jyotimalshe', 'anitadate-kelkar', 'ronjinichakraborty', 'rahianilbarve', 'anandgandhi', 'adeshprasad']"
tt15428134,Dunki,"Shah Rukh Khan, Taapsee Pannu, Boman Irani, Vicky Kaushal","['comedy', 'drama']","['The', 'rampant', 'use', 'of', 'an', 'illegal', 'backdoor', 'route', 'called', ""'Donkey"", ""Flight'"", 'by', 'Indians', 'to', 'immigrate', 'to', 'countries', 'like', 'Canada', 'and', 'USA.', 'comedy', 'drama', 'comedy', 'drama', 'shahrukhkhan', 'taapseepannu', 'bomanirani', 'vickykaushal', 'rajkumarhirani']"
tt24485052,Sirf Ek Bandaa Kaafi Hai,"Manoj Bajpayee, Surya Mohan Kulshreshtha, Jai Hind Kumar, Nikhil Pandey","['crime', 'drama', 'thriller']","['A', 'common', 'man', 'with', 'honesty', 'and', 'integrity', 'can', 'take', 'on', 'the', 'system', 'when', 'he', 'has', 'truth', 'on', 'his', 'side.', 'crime', 'drama', 'thriller', 'crime', 'drama', 'thriller', 'manojbajpayee', 'suryamohankulshreshtha', 'jaihindkumar', 'nikhilpandey', 'apoorvsinghkarki']"
tt1954470,Gangs of Wasseypur,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha","['action', 'comedy', 'crime']","['A', 'clash', 'between', 'Sultan', 'and', 'Shahid', 'Khan', 'leads', 'to', 'the', 'expulsion', 'of', 'Khan', 'from', 'Wasseypur,', 'and', 'ignites', 'a', 'deadly', 'blood', 'feud', 'spanning', 'three', 'generations.', 'action', 'comedy', 'crime', 'action', 'comedy', 'crime', 'manojbajpayee', 'nawazuddinsiddiqui', 'tigmanshudhulia', 'richachadha', 'anuragkashyap']"
tt15433600,Khufiya,"Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon","['action', 'biography', 'crime']","['Krishna', 'Mehra', 'who', 'is', 'an', 'operative', 'at', 'Indian', 'spy', 'agency', 'known', 'as', 'R&AW.', 'She', 'is', 'assigned', 'to', 'track', 'down', 'the', 'mole', 'selling', ""India's"", 'defense', 'secrets,', 'while', 'all', 'along', 'grappling', 'with', 'her', 'dual', 'identity', 'as', 'a', 'spy', 'and', 'a', 'lover.', 'action', 'biography', 'crime', 'action', 'biography', 'crime', 'tabu', 'alifazal', 'wamiqagabbi', 'azmerihaquebadhon', 'vishalbhardwaj']"
tt13751694,Animal,"Ranbir Kapoor, Triptii Dimri, Saurabh Sachdeva, Anil Kapoor","['action', 'crime', 'drama']","['Animal', 'is', 'the', 'story', 'of', 'a', ""son's"", 'obsessive', 'love', 'for', 'his', 'father.', 'Often', 'away', 'due', 'to', 'work', 'the', 'father', 'is', 'unable', 'to', 'comprehend', 'the', 'intensity', 'of', 'his', ""son's"", 'love.', 'Ironically,', 'this', 'fervent', 'love', 'and', '...', 'See', 'full', 'summary', '»', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'ranbirkapoor', 'triptiidimri', 'saurabhsachdeva', 'anilkapoor', 'sandeepreddyvanga']"
tt15891388,Miss Shetty Mr Polishetty,"Keshav Deepak, Abhinav Gomatam, Jayasudha, Koushik Mahata","['comedy', 'drama', 'romance']","['Miss', 'Shetty', 'is', 'a', 'feminist', 'living', 'in', 'London', 'and', 'wants', 'to', 'be', 'single', 'forever.', 'Mr.', 'Polishetty', 'from', 'Hyderabad', 'in', 'Telangana,', 'India,', 'wants', 'to', 'be', 'in', 'a', 'committed', 'relationship.', 'The', 'two', 'appear', 'to', 'be', 'in', 'different', 'stages', 'of', 'life', 'but', 'somehow', 'connect.', 'comedy', 'drama', 'romance', 'comedy', 'drama', 'romance', 'keshavdeepak', 'abhinavgomatam', 'jayasudha', 'koushikmahata', 'maheshbabup.']"
tt19755170,Bawaal,"Varun Dhawan, Janhvi Kapoor, Manoj Pahwa, Anjuman Saxena","['action', 'drama', 'romance']","['A', 'small-town', 'man', 'who', 'falls', 'in', 'love', 'with', 'the', 'most', 'beautiful', 'girl', 'in', 'town.', 'He', 'wants', 'to', 'marry', 'her', 'one', 'day', 'because', 'marrying', 'her', 'can', 'raise', 'his', 'social', 'position.', 'action', 'drama', 'romance', 'action', 'drama', 'romance', 'varundhawan', 'janhvikapoor', 'manojpahwa', 'anjumansaxena', 'niteshtiwari']"
tt6277462,Brahmastra Part One: Shiva,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni","['action', 'adventure', 'fantasy']","['A', 'DJ', 'with', 'superpowers', 'and', 'his', 'ladylove', 'embark', 'on', 'a', 'mission', 'to', 'protect', 'the', 'Brahmastra,', 'a', 'weapon', 'of', 'enormous', 'energy,', 'from', 'dark', 'forces', 'closing', 'in', 'on', 'them.', 'action', 'adventure', 'fantasy', 'action', 'adventure', 'fantasy', 'amitabhbachchan', 'ranbirkapoor', 'aliabhatt', 'nagarjunaakkineni', 'ayanmukerji']"
tt20913276,Ghoomer,"Amitabh Bachchan, Shabana Azmi, Abhishek Bachchan, Saiyami Kher","['drama', 'sport']","['Anina,', 'a', 'young', 'batting', 'prodigy,', 'loses', 'her', 'right', 'hand', 'in', 'an', 'accident.', 'An', 'unsympathetic,', 'failed', 'cricketer', 'gives', 'her', 'new', 'hope,', 'trains', 'her', 'with', 'unconventional', 'techniques,', 'to', 'turn', 'her', 'fate', 'around.', 'Ghoomer', 'is', 'a', 'new', 'style', 'of', 'bowling', 'they', 'invent.', 'drama', 'sport', 'drama', 'sport', 'amitabhbachchan', 'shabanaazmi', 'abhishekbachchan', 'saiyamikher', 'r.balki']"
tt18411490,Tiger 3,"Salman Khan, Katrina Kaif","['action', 'adventure', 'thriller']","['Plot', 'under', 'wraps', 'action', 'adventure', 'thriller', 'action', 'adventure', 'thriller', 'salmankhan', 'katrinakaif', 'maneeshsharma']"
tt8672856,Tu Jhoothi Main Makkaar,"Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi","['comedy', 'romance']","['Madness', 'ensues', 'when', 'a', ""'player'"", 'in', 'the', 'world', 'of', 'romantic', 'relationships', 'finds', 'a', 'girl', ""who's"", 'a', 'worthy', 'opponent,', 'that', 'believes', 'love', 'is', 'a', 'battle', 'of', 'wits.', 'comedy', 'romance', 'comedy', 'romance', 'ranbirkapoor', 'shraddhakapoor', 'krrishsaini', 'anubhavsinghbassi', 'luvranjan']"
tt15501640,Drishyam 2,"Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran","['crime', 'drama', 'mystery']","['A', 'gripping', 'tale', 'of', 'an', 'investigation', 'and', 'a', 'family', 'which', 'is', 'threatened', 'by', 'it.', 'Will', 'Vijay', 'Salgaonkar', 'be', 'able', 'to', 'protect', 'his', 'family', 'this', 'time?', 'crime', 'drama', 'mystery', 'crime', 'drama', 'mystery', 'ajaydevgn', 'akshayekhanna', 'tabu', 'shriyasaran', 'abhishekpathak']"
tt0083987,Gandhi,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth","['biography', 'drama', 'history']","['The', 'life', 'of', 'the', 'lawyer', 'who', 'became', 'the', 'famed', 'leader', 'of', 'the', 'Indian', 'revolts', 'against', 'the', 'British', 'rule', 'through', 'his', 'philosophy', 'of', 'nonviolent', 'protest.', 'biography', 'drama', 'history', 'biography', 'drama', 'history', 'benkingsley', 'johngielgud', 'rohinihattangadi', 'roshanseth', 'richardattenborough']"
tt2338151,PK,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani","['comedy', 'drama', 'sci-fi']","['An', 'alien', 'on', 'Earth', 'loses', 'the', 'only', 'device', 'he', 'can', 'use', 'to', 'communicate', 'with', 'his', 'spaceship.', 'His', 'innocent', 'nature', 'and', 'child-like', 'questions', 'force', 'the', 'country', 'to', 'evaluate', 'the', 'impact', 'of', 'there', 'religious', 'views', 'on', 'there', 'people.', 'comedy', 'drama', 'sci-fi', 'comedy', 'drama', 'sci-fi', 'aamirkhan', 'anushkasharma', 'sanjaydutt', 'bomanirani', 'rajkumarhirani']"
tt1188996,My Name Is Khan,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane","['adventure', 'drama', 'romance']","['An', 'Indian', 'Muslim', 'man', 'with', ""Asperger's"", 'syndrome', 'takes', 'a', 'challenge', 'to', 'speak', 'to', 'the', 'President', 'of', 'the', 'United', 'States', 'seriously', 'and', 'embarks', 'on', 'a', 'cross-country', 'journey.', 'adventure', 'drama', 'romance', 'adventure', 'drama', 'romance', 'shahrukhkhan', 'kajol', 'sheetalmenon', 'katieamandakeane', 'karanjohar']"
tt3405236,Raees,"Shah Rukh Khan, Jaideep Ahlawat, Sunny Leone, Nawazuddin Siddiqui","['action', 'crime', 'drama']","['A', 'bootlegger', 'sets', 'out', 'to', 'improve', 'his', 'community', 'as', 'a', 'promising', 'leader', 'but', 'falls', 'in', 'a', 'political', 'trap.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'shahrukhkhan', 'jaideepahlawat', 'sunnyleone', 'nawazuddinsiddiqui', 'rahuldholakia']"
tt26324936,Rama Banam,"Gopichand, Dimple Hayathi, Jagapathi Babu, Kushboo","['action', 'drama']","['Two', 'siblings,', 'who', 'despite', 'their', 'difference', 'in', 'ideologies', 'come', 'together', 'to', 'fight', 'for', 'their', 'common', 'goal.', 'action', 'drama', 'action', 'drama', 'gopichand', 'dimplehayathi', 'jagapathibabu', 'kushboo', 'sriwass']"
tt8108198,Andhadhun,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan","['crime', 'mystery', 'thriller']","['A', 'series', 'of', 'mysterious', 'events', 'change', 'the', 'life', 'of', 'a', 'blind', 'pianist,', 'who', 'must', 'now', 'report', 'a', 'crime', 'that', 'he', 'should', 'technically', 'know', 'nothing', 'of.', 'crime', 'mystery', 'thriller', 'crime', 'mystery', 'thriller', 'tabu', 'ayushmannkhurrana', 'radhikaapte', 'anildhawan', 'sriramraghavan']"
tt23036080,Thank You for Coming,"Bhumi Pednekar, Dolly Ahluwalia, Shibani Bedi, Saloni Daini",['comedy'],"['When', 'five', 'best', 'friends', 'assemble', 'together', 'at', 'a', 'family', 'gathering,', 'they', 'must', 'navigate', 'the', 'hilarious', 'and', 'heartwarming', 'consequences', 'of', 'their', 'lie,', 'discovering', 'the', 'true', 'depth', 'of', 'their', 'friendship', 'and', 'love.', 'comedy', 'comedy', 'bhumipednekar', 'dollyahluwalia', 'shibanibedi', 'salonidaini', 'karanboolani']"
tt22086334,Dream Girl 2,"Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor","['comedy', 'drama', 'romance']","['Karam,', 'who', 'is', 'trying', 'to', 'live', 'a', 'serious', 'life', 'in', 'Mathura', 'and', 'falls', 'in', 'love', 'with', 'Pari', 'but', 'life', 'is', 'hell', 'bent', 'on', 'not', 'taking', 'him', 'seriously.', 'In', 'a', 'turn', 'of', 'events', 'Karam', 'becomes', 'Pooja', 'which', 'creates', 'further', 'chaos', 'in', 'his', 'already', 'chaotic', 'life.', 'comedy', 'drama', 'romance', 'comedy', 'drama', 'romance', 'pareshrawal', 'ananyapanday', 'ayushmannkhurrana', 'annukapoor', 'raajshaandilyaa']"
tt15380630,Kushi,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma","['comedy', 'drama', 'romance']","['Raised', 'in', 'an', 'atheist', 'household,', 'a', 'young', 'man', 'falls', 'in', 'love', 'with', 'the', 'daughter', 'of', 'his', ""father's"", 'arch-rival,', 'a', 'devout', 'Hindu', 'leader.', 'comedy', 'drama', 'romance', 'comedy', 'drama', 'romance', 'samantharuthprabhu', 'vijaydeverakonda', 'lakshmi', 'murlisharma', 'shivanirvana']"
tt0986264,Taare Zameen Par,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer","['drama', 'family']","['An', 'eight-year-old', 'boy', 'is', 'thought', 'to', 'be', 'a', 'lazy', 'trouble-maker,', 'until', 'the', 'new', 'art', 'teacher', 'has', 'the', 'patience', 'and', 'compassion', 'to', 'discover', 'the', 'real', 'problem', 'behind', 'his', 'struggles', 'in', 'school.', 'drama', 'family', 'drama', 'family', 'darsheelsafary', 'aamirkhan', 'tanaychheda', 'sachetengineer', 'aamirkhan', 'amolegupte']"
tt4430212,Drishyam,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor","['crime', 'drama', 'mystery']","['Desperate', 'measures', 'are', 'taken', 'by', 'a', 'man', 'who', 'tries', 'to', 'save', 'his', 'family', 'from', 'the', 'dark', 'side', 'of', 'the', 'law,', 'after', 'they', 'commit', 'an', 'unexpected', 'crime.', 'crime', 'drama', 'mystery', 'crime', 'drama', 'mystery', 'ajaydevgn', 'shriyasaran', 'tabu', 'rajatkapoor', 'nishikantkamat']"
tt22297828,Chor Nikal Ke Bhaga,"Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta","['crime', 'drama', 'thriller']","['A', 'flight', 'attendant', 'and', 'her', 'business', 'partner', 'on', 'a', 'mission', 'to', 'steal', 'diamonds', 'and', 'free', 'themselves', 'from', 'the', 'clutches', 'of', 'a', 'loan', 'shark.At', '40,000', 'feet', 'in', 'the', 'air,', 'the', 'heist', 'goes', 'horribly', 'wrong', 'and', 'turns', 'into', 'a', 'hostage', 'situation.', 'crime', 'drama', 'thriller', 'crime', 'drama', 'thriller', 'yamigautam', 'sunnykaushal', 'sharadkelkar', 'indraneilsengupta', 'ajaysingh']"
tt10083340,Gangubai Kathiawadi,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari","['biography', 'crime', 'drama']","['Duped', 'and', 'sold', 'to', 'a', 'brothel,', 'a', 'young', 'woman', 'fearlessly', 'reclaims', 'her', 'power,', 'using', 'underworld', 'connections', 'to', 'preside', 'over', 'the', 'world', 'she', 'was', 'once', 'a', 'pawn', 'in.', 'biography', 'crime', 'drama', 'biography', 'crime', 'drama', 'aliabhatt', 'shantanumaheshwari', 'vijayraaz', 'indiratiwari', 'sanjayleelabhansali']"
tt27012110,Gaslight,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev","['crime', 'horror', 'mystery']","['Misha', 'returns', 'to', 'her', 'royal', 'family', 'estate', 'after', '15', 'years', 'to', 'visit', 'her', 'estranged', 'father,', 'only', 'to', 'find', 'him', 'missing.', 'crime', 'horror', 'mystery', 'crime', 'horror', 'mystery', 'saraalikhan', 'vikrantmassey', 'chitrangdasingh', 'rahuldev', 'pavankirpalani']"
